"","Section","Category","Example","job","jobcode"
"1521","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Computer Systems Engineers Archtects","15-1199.02"
"1522","Technology","Graphics or photo imaging software","Microsoft Visio","Computer Systems Engineers Archtects","15-1199.02"
"1523","Technology","Human resources software","Human resource management software HRMS","Computer Systems Engineers Archtects","15-1199.02"
"1524","Technology","Human resources software","Oracle Taleo","Computer Systems Engineers Archtects","15-1199.02"
"1525","Technology","Information retrieval or search software","LexisNexis","Computer Systems Engineers Archtects","15-1199.02"
"1526","Technology","Internet browser software","Web browser software","Computer Systems Engineers Archtects","15-1199.02"
"1527","Technology","Internet directory services software","Microsoft Active Directory","Computer Systems Engineers Archtects","15-1199.02"
"1528","Technology","LAN software","Local area network LAN software","Computer Systems Engineers Archtects","15-1199.02"
"1529","Technology","Map creation software","ESRI ArcGIS software","Computer Systems Engineers Archtects","15-1199.02"
"1530","Technology","Medical software","MEDITECH software","Computer Systems Engineers Archtects","15-1199.02"
"1531","Technology","Metadata management software","CA Erwin Data Modeler","Computer Systems Engineers Archtects","15-1199.02"
"1532","Technology","Network conferencing software","IBM Lotus SameTime","Computer Systems Engineers Archtects","15-1199.02"
"1533","Technology","Network monitoring software","Nagios","Computer Systems Engineers Archtects","15-1199.02"
"1534","Technology","Network monitoring software","Network intrusion prevention systems NIPS","Computer Systems Engineers Archtects","15-1199.02"
"1535","Technology","Network monitoring software","Snort","Computer Systems Engineers Archtects","15-1199.02"
"1536","Technology","Network monitoring software","Wireshark","Computer Systems Engineers Archtects","15-1199.02"
"1537","Technology","Network security and virtual private network VPN equipment software","Firewall software","Computer Systems Engineers Archtects","15-1199.02"
"1538","Technology","Network security or virtual private network VPN management software","Intrusion detection system IDS","Computer Systems Engineers Archtects","15-1199.02"
"1539","Technology","Network security or virtual private network VPN management software","Virtual private networking VPN software","Computer Systems Engineers Archtects","15-1199.02"
"1540","Technology","Object or component oriented development software","C++","Computer Systems Engineers Archtects","15-1199.02"
"1541","Technology","Object or component oriented development software","Oracle Java","Computer Systems Engineers Archtects","15-1199.02"
"1542","Technology","Object or component oriented development software","Python","Computer Systems Engineers Archtects","15-1199.02"
"1543","Technology","Object or component oriented development software","Swift","Computer Systems Engineers Archtects","15-1199.02"
"1544","Technology","Object oriented data base management software","Hibernate ORM","Computer Systems Engineers Archtects","15-1199.02"
"1545","Technology","Object oriented data base management software","PostgreSQL","Computer Systems Engineers Archtects","15-1199.02"
"1546","Technology","Office suite software","Microsoft Office","Computer Systems Engineers Archtects","15-1199.02"
"1547","Technology","Operating system software","Hewlett Packard HP-UX","Computer Systems Engineers Archtects","15-1199.02"
"1548","Technology","Operating system software","KornShell","Computer Systems Engineers Archtects","15-1199.02"
"1549","Technology","Operating system software","Linux","Computer Systems Engineers Archtects","15-1199.02"
"1550","Technology","Operating system software","Ubuntu","Computer Systems Engineers Archtects","15-1199.02"
"1551","Technology","Portal server software","Apache HTTP Server","Computer Systems Engineers Archtects","15-1199.02"
"1552","Technology","Presentation software","Microsoft PowerPoint","Computer Systems Engineers Archtects","15-1199.02"
"1553","Technology","Program testing software","Hewlett Packard LoadRunner","Computer Systems Engineers Archtects","15-1199.02"
"1554","Technology","Program testing software","JUnit","Computer Systems Engineers Archtects","15-1199.02"
"1555","Technology","Program testing software","Selenium","Computer Systems Engineers Archtects","15-1199.02"
"1556","Technology","Project management software","37signals Basecamp","Computer Systems Engineers Archtects","15-1199.02"
"1557","Technology","Project management software","Microsoft Project","Computer Systems Engineers Archtects","15-1199.02"
"1558","Technology","Project management software","Microsoft SharePoint","Computer Systems Engineers Archtects","15-1199.02"
"1559","Technology","Requirements analysis and system architecture software","Unified modeling language UML","Computer Systems Engineers Archtects","15-1199.02"
"1560","Technology","Sales and marketing software","Google AdWords","Computer Systems Engineers Archtects","15-1199.02"
"1561","Technology","Sales and marketing software","Marketo Marketing Automation","Computer Systems Engineers Archtects","15-1199.02"
"1562","Technology","Spreadsheet software","Microsoft Excel","Computer Systems Engineers Archtects","15-1199.02"
"1563","Technology","Storage networking software","Storage area network SAN software","Computer Systems Engineers Archtects","15-1199.02"
"1564","Technology","Transaction security and virus protection software","McAfee","Computer Systems Engineers Archtects","15-1199.02"
"1565","Technology","Transaction security and virus protection software","Symantec","Computer Systems Engineers Archtects","15-1199.02"
"1566","Technology","Transaction server software","BEA Tuxedo","Computer Systems Engineers Archtects","15-1199.02"
"1567","Technology","Transaction server software","Customer information control system CICS","Computer Systems Engineers Archtects","15-1199.02"
"1568","Technology","Transaction server software","Microsoft Internet Information Service IIS","Computer Systems Engineers Archtects","15-1199.02"
"1569","Technology","Video creation and editing software","Apple Final Cut Pro","Computer Systems Engineers Archtects","15-1199.02"
"1570","Technology","WAN switching software and firmware","Wide area network WAN software","Computer Systems Engineers Archtects","15-1199.02"
"1571","Technology","Web page creation and editing software","Adobe Systems Adobe Dreamweaver","Computer Systems Engineers Archtects","15-1199.02"
"1572","Technology","Web platform development software","AJAX","Computer Systems Engineers Archtects","15-1199.02"
"1573","Technology","Web platform development software","Extensible HyperText Markup Language XHTML","Computer Systems Engineers Archtects","15-1199.02"
"1574","Technology","Web platform development software","LAMP Stack","Computer Systems Engineers Archtects","15-1199.02"
"1575","Technology","Web platform development software","Node.js","Computer Systems Engineers Archtects","15-1199.02"
"1576","Technology","Analytical or scientific software","RSI ENVI","Remote Sensing Scientists and Technologists","19-2099.01"
"1577","Technology","Analytical or scientific software","The MathWorks MATLAB","Remote Sensing Scientists and Technologists","19-2099.01"
"1578","Technology","Data base user interface and query software","Structured query language SQL","Remote Sensing Scientists and Technologists","19-2099.01"
"1579","Technology","Development environment software","C","Remote Sensing Scientists and Technologists","19-2099.01"
"1580","Technology","Development environment software","Interface definition language IDL","Remote Sensing Scientists and Technologists","19-2099.01"
"1581","Technology","Graphics or photo imaging software","Image processing software","Remote Sensing Scientists and Technologists","19-2099.01"
"1582","Technology","Internet browser software","Web browser software","Remote Sensing Scientists and Technologists","19-2099.01"
"1583","Technology","Map creation software","BAE Systems SOCET GXP","Remote Sensing Scientists and Technologists","19-2099.01"
"1584","Technology","Map creation software","ESRI ArcGIS software","Remote Sensing Scientists and Technologists","19-2099.01"
"1585","Technology","Map creation software","Gamma remote sensing software","Remote Sensing Scientists and Technologists","19-2099.01"
"1586","Technology","Map creation software","Leica Geosystems ERDAS IMAGINE","Remote Sensing Scientists and Technologists","19-2099.01"
"1587","Technology","Map creation software","PCI Geomatics Geomatica","Remote Sensing Scientists and Technologists","19-2099.01"
"1588","Technology","Object or component oriented development software","C++","Remote Sensing Scientists and Technologists","19-2099.01"
"1589","Technology","Object or component oriented development software","Oracle Java","Remote Sensing Scientists and Technologists","19-2099.01"
"1590","Technology","Object or component oriented development software","Practical extraction and reporting language Perl","Remote Sensing Scientists and Technologists","19-2099.01"
"1591","Technology","Office suite software","Microsoft Office","Remote Sensing Scientists and Technologists","19-2099.01"
"1592","Technology","Operating system software","Linux","Remote Sensing Scientists and Technologists","19-2099.01"
"1593","Technology","Operating system software","UNIX","Remote Sensing Scientists and Technologists","19-2099.01"
"1594","Technology","Presentation software","Microsoft PowerPoint","Remote Sensing Scientists and Technologists","19-2099.01"
"1595","Technology","Spreadsheet software","Microsoft Excel","Remote Sensing Scientists and Technologists","19-2099.01"
"1596","Technology","Word processing software","Microsoft Word","Remote Sensing Scientists and Technologists","19-2099.01"
"1597","Technology","Calendar and scheduling software","","Computer Science Teachers, Postsecondary","25-1021.00"
"1598","Technology","Computer based training software","Blackboard Learn","Computer Science Teachers, Postsecondary","25-1021.00"
"1599","Technology","Computer based training software","Desire2Learn","Computer Science Teachers, Postsecondary","25-1021.00"
"1600","Technology","Computer based training software","Learning management system LMS","Computer Science Teachers, Postsecondary","25-1021.00"
"1601","Technology","Computer based training software","Sakai CLE","Computer Science Teachers, Postsecondary","25-1021.00"
"1602","Technology","Data base user interface and query software","Blackboard","Computer Science Teachers, Postsecondary","25-1021.00"
"1603","Technology","Data base user interface and query software","Data entry software","Computer Science Teachers, Postsecondary","25-1021.00"
"1604","Technology","Data base user interface and query software","Database software","Computer Science Teachers, Postsecondary","25-1021.00"
"1605","Technology","Data base user interface and query software","Microsoft Access","Computer Science Teachers, Postsecondary","25-1021.00"
"1606","Technology","Development environment software","C","Computer Science Teachers, Postsecondary","25-1021.00"
"1607","Technology","Development environment software","Microsoft Visual Basic","Computer Science Teachers, Postsecondary","25-1021.00"
"1608","Technology","Development environment software","Programming languages","Computer Science Teachers, Postsecondary","25-1021.00"
"1609","Technology","Development environment software","Software development tools","Computer Science Teachers, Postsecondary","25-1021.00"
"1610","Technology","Electronic mail software","Email software","Computer Science Teachers, Postsecondary","25-1021.00"
"1611","Technology","Electronic mail software","Microsoft Outlook","Computer Science Teachers, Postsecondary","25-1021.00"
"1612","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Computer Science Teachers, Postsecondary","25-1021.00"
"1613","Technology","Information retrieval or search software","DOC Cop","Computer Science Teachers, Postsecondary","25-1021.00"
"1614","Technology","Information retrieval or search software","iParadigms Turnitin","Computer Science Teachers, Postsecondary","25-1021.00"
"1615","Technology","Internet browser software","Web browser software","Computer Science Teachers, Postsecondary","25-1021.00"
"1616","Technology","Network security and virtual private network VPN equipment software","Firewall software","Computer Science Teachers, Postsecondary","25-1021.00"
"1617","Technology","Network security and virtual private network VPN equipment software","Network intrusion detection software","Computer Science Teachers, Postsecondary","25-1021.00"
"1618","Technology","Network security or virtual private network VPN management software","Virtual private networking VPN software","Computer Science Teachers, Postsecondary","25-1021.00"
"1619","Technology","Object or component oriented development software","C#","Computer Science Teachers, Postsecondary","25-1021.00"
"1620","Technology","Object or component oriented development software","C++","Computer Science Teachers, Postsecondary","25-1021.00"
"1621","Technology","Object or component oriented development software","Microsoft Visual Basic.NET","Computer Science Teachers, Postsecondary","25-1021.00"
"1622","Technology","Object or component oriented development software","Python","Computer Science Teachers, Postsecondary","25-1021.00"
"1623","Technology","Object oriented data base management software","Object oriented programming software","Computer Science Teachers, Postsecondary","25-1021.00"
"1624","Technology","Office suite software","Microsoft Office","Computer Science Teachers, Postsecondary","25-1021.00"
"1625","Technology","Operating system software","Linux","Computer Science Teachers, Postsecondary","25-1021.00"
"1626","Technology","Operating system software","UNIX","Computer Science Teachers, Postsecondary","25-1021.00"
"1627","Technology","Presentation software","Microsoft PowerPoint","Computer Science Teachers, Postsecondary","25-1021.00"
"1628","Technology","Spreadsheet software","Microsoft Excel","Computer Science Teachers, Postsecondary","25-1021.00"
"1629","Technology","Video creation and editing software","Adobe Systems Adobe Premiere Pro","Computer Science Teachers, Postsecondary","25-1021.00"
"1630","Technology","Web page creation and editing software","Adobe Systems Adobe Dreamweaver","Computer Science Teachers, Postsecondary","25-1021.00"
"1631","Technology","Web platform development software","Hypertext markup language HTML","Computer Science Teachers, Postsecondary","25-1021.00"
"1632","Technology","Web platform development software","PHP: Hypertext Preprocessor","Computer Science Teachers, Postsecondary","25-1021.00"
"1633","Technology","Word processing software","Collaborative editing software","Computer Science Teachers, Postsecondary","25-1021.00"
"1634","Technology","Word processing software","Google Docs","Computer Science Teachers, Postsecondary","25-1021.00"
"1635","Technology","Word processing software","Microsoft Word","Computer Science Teachers, Postsecondary","25-1021.00"
"1636","Technology","Data base user interface and query software","Microsoft Access","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1637","Technology","Desktop publishing software","Adobe Systems Adobe InDesign","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1638","Technology","Desktop publishing software","Microsoft Publisher","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1639","Technology","Document management software","Adobe Systems Adobe Acrobat","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1640","Technology","Electronic mail software","Microsoft Outlook","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1641","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1642","Technology","Graphics or photo imaging software","Microsoft Visio","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1643","Technology","Internet browser software","Web browser software","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1644","Technology","Office suite software","Microsoft Office","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1645","Technology","Presentation software","Microsoft PowerPoint","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1646","Technology","Spreadsheet software","Microsoft Excel","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1647","Technology","Video creation and editing software","Apple Final Cut Pro","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1648","Technology","Word processing software","Microsoft Word","Audio_Visual and Multimedia Collections Specialists","25-9011.00"
"1649","Technology","Computer aided design CAD software","","Adudio and Video Equipment Technicians","27-4011.00"
"1650","Technology","Data base user interface and query software","Blackboard","Adudio and Video Equipment Technicians","27-4011.00"
"1651","Technology","Data base user interface and query software","Microsoft Access","Adudio and Video Equipment Technicians","27-4011.00"
"1652","Technology","Desktop publishing software","Adobe Systems Adobe InDesign","Adudio and Video Equipment Technicians","27-4011.00"
"1653","Technology","Electronic mail software","Microsoft Outlook","Adudio and Video Equipment Technicians","27-4011.00"
"1654","Technology","Graphics or photo imaging software","Adobe Systems Adobe Flash","Adudio and Video Equipment Technicians","27-4011.00"
"1655","Technology","Graphics or photo imaging software","Adobe Systems Adobe Illustrator","Adudio and Video Equipment Technicians","27-4011.00"
"1656","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Adudio and Video Equipment Technicians","27-4011.00"
"1657","Technology","Internet browser software","Web browser software","Adudio and Video Equipment Technicians","27-4011.00"
"1658","Technology","Internet protocol IP multimedia subsystem software","Voice over internet protocol VoiP system software","Adudio and Video Equipment Technicians","27-4011.00"
"1659","Technology","Office suite software","Microsoft Office","Adudio and Video Equipment Technicians","27-4011.00"
"1660","Technology","Operating system software","Cisco IOS","Adudio and Video Equipment Technicians","27-4011.00"
"1661","Technology","Operating system software","Linux","Adudio and Video Equipment Technicians","27-4011.00"
"1662","Technology","Operating system software","Microsoft Windows","Adudio and Video Equipment Technicians","27-4011.00"
"1663","Technology","Presentation software","Microsoft PowerPoint","Adudio and Video Equipment Technicians","27-4011.00"
"1664","Technology","Spreadsheet software","Microsoft Excel","Adudio and Video Equipment Technicians","27-4011.00"
"1665","Technology","Video conferencing software","Cisco Systems WebEx","Adudio and Video Equipment Technicians","27-4011.00"
"1666","Technology","Video creation and editing software","Adobe Systems Adobe AfterEffects","Adudio and Video Equipment Technicians","27-4011.00"
"1667","Technology","Video creation and editing software","Apple Final Cut Pro","Adudio and Video Equipment Technicians","27-4011.00"
"1668","Technology","Video creation and editing software","Apple iMovie","Adudio and Video Equipment Technicians","27-4011.00"
"1669","Technology","Video creation and editing software","Corel Ulead DVD Workshop","Adudio and Video Equipment Technicians","27-4011.00"
"1670","Technology","Web page creation and editing software","Adobe Systems Adobe Dreamweaver","Adudio and Video Equipment Technicians","27-4011.00"
"1671","Technology","Web page creation and editing software","Adobe Systems Adobe Flash Player","Adudio and Video Equipment Technicians","27-4011.00"
"1672","Technology","Word processing software","Microsoft Word","Adudio and Video Equipment Technicians","27-4011.00"
"1673","Technology","Computer aided design CAD software","Autodesk AutoCAD","Broadcast Technicians","27-4012.00"
"1674","Technology","Computer aided design CAD software","Dassault Systemes CATIA","Broadcast Technicians","27-4012.00"
"1675","Technology","Data base user interface and query software","Data entry software","Broadcast Technicians","27-4012.00"
"1676","Technology","Desktop publishing software","Adobe Systems Adobe InDesign","Broadcast Technicians","27-4012.00"
"1677","Technology","Electronic mail software","Email software","Broadcast Technicians","27-4012.00"
"1678","Technology","Graphics or photo imaging software","Adobe Systems Adobe Illustrator","Broadcast Technicians","27-4012.00"
"1679","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Broadcast Technicians","27-4012.00"
"1680","Technology","Office suite software","Microsoft Office","Broadcast Technicians","27-4012.00"
"1681","Technology","Operating system software","Cisco IOS","Broadcast Technicians","27-4012.00"
"1682","Technology","Operating system software","Linux","Broadcast Technicians","27-4012.00"
"1683","Technology","Operating system software","Microsoft Windows","Broadcast Technicians","27-4012.00"
"1684","Technology","Operating system software","UNIX","Broadcast Technicians","27-4012.00"
"1685","Technology","Presentation software","Microsoft PowerPoint","Broadcast Technicians","27-4012.00"
"1686","Technology","Spreadsheet software","Microsoft Excel","Broadcast Technicians","27-4012.00"
"1687","Technology","Video creation and editing software","Adobe Systems Adobe AfterEffects","Broadcast Technicians","27-4012.00"
"1688","Technology","Video creation and editing software","Apple Final Cut Pro","Broadcast Technicians","27-4012.00"
"1689","Technology","Video creation and editing software","Video decoder software","Broadcast Technicians","27-4012.00"
"1690","Technology","Video creation and editing software","Video encoder software","Broadcast Technicians","27-4012.00"
"1691","Technology","Word processing software","Microsoft Word","Broadcast Technicians","27-4012.00"
"1692","Technology","Access software","Citrix","Computer Operators","43-9011.00"
"1693","Technology","Application server software","Microsoft Windows Server","Computer Operators","43-9011.00"
"1694","Technology","Backup or archival software","Data3 ENGUARD","Computer Operators","43-9011.00"
"1695","Technology","Backup or archival software","EMC NetWorker","Computer Operators","43-9011.00"
"1696","Technology","Backup or archival software","Veritas NetBackup","Computer Operators","43-9011.00"
"1697","Technology","Data base management system software","Oracle DBMS","Computer Operators","43-9011.00"
"1698","Technology","Data base reporting software","SAP BusinessObjects Crystal Reports","Computer Operators","43-9011.00"
"1699","Technology","Data base user interface and query software","IBM DB2","Computer Operators","43-9011.00"
"1700","Technology","Data base user interface and query software","Microsoft Access","Computer Operators","43-9011.00"
"1701","Technology","Data base user interface and query software","Structured query language SQL","Computer Operators","43-9011.00"
"1702","Technology","Data base user interface and query software","Teradata Enterprise Data Warehouse","Computer Operators","43-9011.00"
"1703","Technology","Development environment software","Common business oriented language COBOL","Computer Operators","43-9011.00"
"1704","Technology","Electronic mail software","Email software","Computer Operators","43-9011.00"
"1705","Technology","Electronic mail software","IBM Notes","Computer Operators","43-9011.00"
"1706","Technology","Electronic mail software","Microsoft Exchange Server","Computer Operators","43-9011.00"
"1707","Technology","Electronic mail software","Microsoft Outlook","Computer Operators","43-9011.00"
"1708","Technology","Enterprise application integration software","BMC Software Control-M","Computer Operators","43-9011.00"
"1709","Technology","Enterprise application integration software","IBM WebSphere","Computer Operators","43-9011.00"
"1710","Technology","Enterprise resource planning ERP software","SAP","Computer Operators","43-9011.00"
"1711","Technology","Enterprise system management software","IBM Power Systems software","Computer Operators","43-9011.00"
"1712","Technology","Filesystem software","IBM Tivoli NetView Distribution Manager","Computer Operators","43-9011.00"
"1713","Technology","Graphics or photo imaging software","Microsoft Visio","Computer Operators","43-9011.00"
"1714","Technology","Helpdesk or call center software","BMC Software Remedy IT Service Management Suite","Computer Operators","43-9011.00"
"1715","Technology","Helpdesk or call center software","Hewlett-Packard HP OpenView Service Center","Computer Operators","43-9011.00"
"1716","Technology","Internet browser software","Web browser software","Computer Operators","43-9011.00"
"1717","Technology","Internet protocol IP multimedia subsystem software","File transfer protocol FTP software","Computer Operators","43-9011.00"
"1718","Technology","LAN software","Local area network LAN software","Computer Operators","43-9011.00"
"1719","Technology","Network monitoring software","IBM Tivoli OMEGAMON XE for CICS on z/OS","Computer Operators","43-9011.00"
"1720","Technology","Network monitoring software","Ipswitch WhatsUp Gold","Computer Operators","43-9011.00"
"1721","Technology","Network monitoring software","Micro Focus OpenView","Computer Operators","43-9011.00"
"1722","Technology","Network monitoring software","Novell NetWare","Computer Operators","43-9011.00"
"1723","Technology","Object or component oriented development software","Practical extraction and reporting language Perl","Computer Operators","43-9011.00"
"1724","Technology","Object or component oriented development software","Python","Computer Operators","43-9011.00"
"1725","Technology","Object or component oriented development software","Tandem advanced command language TACL","Computer Operators","43-9011.00"
"1726","Technology","Office suite software","Microsoft Office","Computer Operators","43-9011.00"
"1727","Technology","Operating system software","Hewlett Packard HP-UX","Computer Operators","43-9011.00"
"1728","Technology","Operating system software","Job control language JCL","Computer Operators","43-9011.00"
"1729","Technology","Operating system software","Linux","Computer Operators","43-9011.00"
"1730","Technology","Operating system software","UNIX","Computer Operators","43-9011.00"
"1731","Technology","Presentation software","Microsoft PowerPoint","Computer Operators","43-9011.00"
"1732","Technology","Project management software","Microsoft SharePoint","Computer Operators","43-9011.00"
"1733","Technology","Spreadsheet software","Microsoft Excel","Computer Operators","43-9011.00"
"1734","Technology","Storage networking software","EMC AlphaStor","Computer Operators","43-9011.00"
"1735","Technology","Storage networking software","Storage area network SAN software","Computer Operators","43-9011.00"
"1736","Technology","Transaction server software","Customer information control system CICS","Computer Operators","43-9011.00"
"1737","Technology","WAN switching software and firmware","Wide area network WAN software","Computer Operators","43-9011.00"
"1738","Technology","Word processing software","Microsoft Word","Computer Operators","43-9011.00"
"1739","Technology","Access software","Citrix","Computer, Automated Teller","49-2011.00"
"1740","Technology","Application server software","Microsoft Windows Server","Computer, Automated Teller","49-2011.00"
"1741","Technology","Backup or archival software","Data3 ENGUARD","Computer, Automated Teller","49-2011.00"
"1742","Technology","Backup or archival software","EMC NetWorker","Computer, Automated Teller","49-2011.00"
"1743","Technology","Backup or archival software","Veritas NetBackup","Computer, Automated Teller","49-2011.00"
"1744","Technology","Data base management system software","Oracle DBMS","Computer, Automated Teller","49-2011.00"
"1745","Technology","Data base reporting software","SAP BusinessObjects Crystal Reports","Computer, Automated Teller","49-2011.00"
"1746","Technology","Data base user interface and query software","IBM DB2","Computer, Automated Teller","49-2011.00"
"1747","Technology","Data base user interface and query software","Microsoft Access","Computer, Automated Teller","49-2011.00"
"1748","Technology","Data base user interface and query software","Structured query language SQL","Computer, Automated Teller","49-2011.00"
"1749","Technology","Data base user interface and query software","Teradata Enterprise Data Warehouse","Computer, Automated Teller","49-2011.00"
"1750","Technology","Development environment software","Common business oriented language COBOL","Computer, Automated Teller","49-2011.00"
"1751","Technology","Electronic mail software","Email software","Computer, Automated Teller","49-2011.00"
"1752","Technology","Electronic mail software","IBM Notes","Computer, Automated Teller","49-2011.00"
"1753","Technology","Electronic mail software","Microsoft Exchange Server","Computer, Automated Teller","49-2011.00"
"1754","Technology","Electronic mail software","Microsoft Outlook","Computer, Automated Teller","49-2011.00"
"1755","Technology","Enterprise application integration software","BMC Software Control-M","Computer, Automated Teller","49-2011.00"
"1756","Technology","Enterprise application integration software","IBM WebSphere","Computer, Automated Teller","49-2011.00"
"1757","Technology","Enterprise resource planning ERP software","SAP","Computer, Automated Teller","49-2011.00"
"1758","Technology","Enterprise system management software","IBM Power Systems software","Computer, Automated Teller","49-2011.00"
"1759","Technology","Filesystem software","IBM Tivoli NetView Distribution Manager","Computer, Automated Teller","49-2011.00"
"1760","Technology","Graphics or photo imaging software","Microsoft Visio","Computer, Automated Teller","49-2011.00"
"1761","Technology","Helpdesk or call center software","BMC Software Remedy IT Service Management Suite","Computer, Automated Teller","49-2011.00"
"1762","Technology","Helpdesk or call center software","Hewlett-Packard HP OpenView Service Center","Computer, Automated Teller","49-2011.00"
"1763","Technology","Internet browser software","Web browser software","Computer, Automated Teller","49-2011.00"
"1764","Technology","Internet protocol IP multimedia subsystem software","File transfer protocol FTP software","Computer, Automated Teller","49-2011.00"
"1765","Technology","LAN software","Local area network LAN software","Computer, Automated Teller","49-2011.00"
"1766","Technology","Network monitoring software","IBM Tivoli OMEGAMON XE for CICS on z/OS","Computer, Automated Teller","49-2011.00"
"1767","Technology","Network monitoring software","Ipswitch WhatsUp Gold","Computer, Automated Teller","49-2011.00"
"1768","Technology","Network monitoring software","Micro Focus OpenView","Computer, Automated Teller","49-2011.00"
"1769","Technology","Network monitoring software","Novell NetWare","Computer, Automated Teller","49-2011.00"
"1770","Technology","Object or component oriented development software","Practical extraction and reporting language Perl","Computer, Automated Teller","49-2011.00"
"1771","Technology","Object or component oriented development software","Python","Computer, Automated Teller","49-2011.00"
"1772","Technology","Object or component oriented development software","Tandem advanced command language TACL","Computer, Automated Teller","49-2011.00"
"1773","Technology","Office suite software","Microsoft Office","Computer, Automated Teller","49-2011.00"
"1774","Technology","Operating system software","Hewlett Packard HP-UX","Computer, Automated Teller","49-2011.00"
"1775","Technology","Operating system software","Job control language JCL","Computer, Automated Teller","49-2011.00"
"1776","Technology","Operating system software","Linux","Computer, Automated Teller","49-2011.00"
"1777","Technology","Operating system software","UNIX","Computer, Automated Teller","49-2011.00"
"1778","Technology","Presentation software","Microsoft PowerPoint","Computer, Automated Teller","49-2011.00"
"1779","Technology","Project management software","Microsoft SharePoint","Computer, Automated Teller","49-2011.00"
"1780","Technology","Spreadsheet software","Microsoft Excel","Computer, Automated Teller","49-2011.00"
"1781","Technology","Storage networking software","EMC AlphaStor","Computer, Automated Teller","49-2011.00"
"1782","Technology","Storage networking software","Storage area network SAN software","Computer, Automated Teller","49-2011.00"
"1783","Technology","Transaction server software","Customer information control system CICS","Computer, Automated Teller","49-2011.00"
"1784","Technology","WAN switching software and firmware","Wide area network WAN software","Computer, Automated Teller","49-2011.00"
"1785","Technology","Word processing software","Microsoft Word","Computer, Automated Teller","49-2011.00"
"1786","Technology","Access software","Citrix","Computer Programmer","15-1131.00"
"1787","Technology","Analytical or scientific software","SAS","Computer Programmer","15-1131.00"
"1788","Technology","Analytical or scientific software","Simulation program with integrated circuit emphasis SPICE","Computer Programmer","15-1131.00"
"1789","Technology","Analytical or scientific software","StataCorp Stata","Computer Programmer","15-1131.00"
"1790","Technology","Analytical or scientific software","The MathWorks MATLAB","Computer Programmer","15-1131.00"
"1791","Technology","Application server software","Oracle WebLogic Server","Computer Programmer","15-1131.00"
"1792","Technology","Application server software","Red Hat WildFly","Computer Programmer","15-1131.00"
"1793","Technology","Backup or archival software","Veritas NetBackup","Computer Programmer","15-1131.00"
"1794","Technology","Business intelligence and data analysis software","IBM Cognos Impromptu","Computer Programmer","15-1131.00"
"1795","Technology","Business intelligence and data analysis software","Oracle Business Intelligence Enterprise Edition","Computer Programmer","15-1131.00"
"1796","Technology","Business intelligence and data analysis software","Qlik Tech QlikView","Computer Programmer","15-1131.00"
"1797","Technology","Business intelligence and data analysis software","Tableau","Computer Programmer","15-1131.00"
"1798","Technology","Communications server software","IBM Domino","Computer Programmer","15-1131.00"
"1799","Technology","Compiler and decompiler software","Command interpreters","Computer Programmer","15-1131.00"
"1800","Technology","Compiler and decompiler software","Just-in-time compiler","Computer Programmer","15-1131.00"
"1801","Technology","Compiler and decompiler software","Stage compiler","Computer Programmer","15-1131.00"
"1802","Technology","Compiler and decompiler software","Threaded code compiler","Computer Programmer","15-1131.00"
"1803","Technology","Computer aided design CAD software","Bentley MicroStation","Computer Programmer","15-1131.00"
"1804","Technology","Computer aided design CAD software","Computer aided design and drafting CADD software","Computer Programmer","15-1131.00"
"1805","Technology","Computer aided design CAD software","Dassault Systemes CATIA","Computer Programmer","15-1131.00"
"1806","Technology","Configuration management software","Chef","Computer Programmer","15-1131.00"
"1807","Technology","Configuration management software","IBM Rational ClearCase","Computer Programmer","15-1131.00"
"1808","Technology","Configuration management software","Perforce Helix software","Computer Programmer","15-1131.00"
"1809","Technology","Configuration management software","Puppet","Computer Programmer","15-1131.00"
"1810","Technology","Content workflow software","Atlassian JIRA","Computer Programmer","15-1131.00"
"1811","Technology","Content workflow software","Emerald Software Group Emerald Green Office","Computer Programmer","15-1131.00"
"1812","Technology","Content workflow software","Workflow software","Computer Programmer","15-1131.00"
"1813","Technology","Data base management system software","Apache Hadoop","Computer Programmer","15-1131.00"
"1814","Technology","Data base management system software","MongoDB","Computer Programmer","15-1131.00"
"1815","Technology","Data base management system software","Oracle PL/SQL","Computer Programmer","15-1131.00"
"1816","Technology","Data base management system software","Structured Query Report SQR","Computer Programmer","15-1131.00"
